,title,ingredients,instructions,author,date,rating,times,servings,image,category,Ing. Prices,Price,Ing. Nutr
21,Gluten-Free Angel Food Cake,"['1 cup white rice flour', '½ cup powdered sugar', '¼ teaspoon xanthan gum', '18 large egg whites', '2 teaspoons cream of tartar', '1 pinch salt', '1 ½ cups white sugar', '1 teaspoon pure vanilla extract']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Sift rice flour, powdered sugar, and xanthan gum 3 times with a sieve.', 'Beat egg whites on high speed in a very large glass, metal, or ceramic bowl with high sides until foamy. When they start to get fluffy, add cream of tartar and salt. Continue to beat until stiff peaks form. Mix in white sugar and vanilla.', 'Dollop some egg whites into a very large, flat bowl, like a punch bowl. Sprinkle some flour mixture on top. Continue to layer egg whites with the flour mixture, then gently fold together. Spoon batter into a round, 2-part angel food cake pan.', 'Bake until the top is golden brown and a knife comes out clean when inserted in the center, 50 to 60 minutes.', 'Remove from the oven and let rest for no longer than 5 minutes, then immediately flip it upside down and rest it on a wine bottle until completely cool, 1 to 2 hours.', 'When cool, turn the cake over and run a knife around the edge if needed to loosen. Flip over onto a cake stand and remove from the pan.']",Christine,"Published on February 4, 2018",5.0,"[{'Prep Time': '25 mins'}, {'Cook Time': '50 mins'}, {'Additional Time': ' 1 hr 5 mins'}, {'Total Time': ' 2 hrs 20 mins'}, {'Yield': '1 10-inch cake'}]",10,https://www.allrecipes.com/thmb/mAr0y913jLSomEE4kfLWKS8DJz4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5086310-ff8d701acac84b79ae23f03cce8a9776.jpg, Angel Food Cakes,"['$0.69', '$0.19', '$0.05', '$3.61', '$0.44', '$0.41', '$0.30']",5.69,"{'calories': '2312', 'protein': '74g', 'total_fat': '4g', 'carbs': '496g'}"
22,Honey Angel Food Cake,"['1 ½ cups egg whites', '½ teaspoon salt', '1 ¾ teaspoons cream of tartar', '½ cup honey', '1 cup sifted cake flour', '1 cup white sugar', '1 teaspoon vanilla extract']","['Place a 10-inch tube pan in the oven. Preheat oven to 425 degrees F (220 degrees C).', 'Beat egg whites with salt in a glass or metal bowl until foamy. Add cream of tartar and continue to beat until egg whites stand in peaks. Gradually add honey while beating continually to integrate until stiff peaks form. Lift your beater or whisk straight up: the egg whites will form sharp peaks.', 'Sift flour and white sugar together. Add 1/3 of the flour mixture into the egg whites and fold gently with a spoon to integrate; repeat in two more additions of the flour mixture to completely incorporate. Stir vanilla into the batter.', 'Remove hot tube pan from the preheated oven. Pour the batter into the hot pan. Thump pan several times on a flat surface to break air bubbles in batter.', 'Bake in the preheated oven until golden and the top springs back when lightly pressed, 22 to 25 minutes. Cool cake in pan on a wire pastry rack for at least 2 hours. Run a long, thin metal spatula or knife around edge of pan to loosen cake from pan.']",Shannon,"Published on June 19, 2020",3.3,"[{'Prep Time': '20 mins'}, {'Cook Time': '25 mins'}, {'Additional Time': ' 2 hrs'}, {'Total Time': ' 2 hrs 45 mins'}, {'Yield': '1 10-inch tube cake'}]",12,https://www.allrecipes.com/thmb/CnWazTDps_GQgZZ3WPDNJkhkjvw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2285179-5e3e2b1bc62949039490ff75e5c8f3c8.jpg, Angel Food Cakes,"['$2.21', '$0.39', '$2.07', '$0.49', '$0.28', '$0.30']",5.74,"{'calories': '1951', 'protein': '55g', 'total_fat': '3g', 'carbs': '435g'}"
23,Chocolate Angel Food Cake II,"['¾ cup cake flour', '¼ cup unsweetened cocoa powder', '1 ½ cups white sugar', '3 (1 ounce) squares semisweet chocolate, grated', '12  egg whites', '1 teaspoon cream of tartar', '¼ teaspoon salt', '¼ teaspoon vanilla extract', '1 ½ teaspoons lemon juice', ""  confectioners' sugar for dusting""]","['Preheat oven to 325 degrees F (165 degrees C). If it does not have a removable bottom, line a 9 inch tube pan with parchment paper. Sift together the flour, cocoa and 3/4 cup of the sugar. Set aside. Measure 3 tablespoons of the flour mixture and toss with the grated chocolate.', 'In a large bowl, using an electric mixer set at low speed, beat egg whites until foamy. Increase mixer speed to medium, stir in cream of tartar and salt, and continue to beat until egg whites form soft peaks. Gradually mix in the remaining 3/4 cup sugar and beat until stiff peaks form. Stir in the vanilla and lemon juice.', 'Gently fold the flour mixture into the beaten egg whites, then fold in the grated chocolate, stirring just until no white streaks remain.', ""Gently scrape the batter into the prepared pan. Smooth the surface of the batter and tap the pan lightly to remove any air bubbles. Bake in center of the preheated oven for 60 minutes, or until the surface springs back when touched. Cool completely, and sprinkle with confectioners' sugar before serving, if desired.""]",veggigoddess,"Published on June 18, 2020",4.6,"[{'Prep Time': '30 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 30 mins'}, {'Yield': '1 to 9 - inch tube pan'}]",10,https://www.allrecipes.com/thmb/OZ99eiGFbehNsbSRinN7NuxrKdc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/204031-a5f76a2c082a4f56b0949384425b82a2.jpg, Angel Food Cakes,"['$0.37', '$0.35', '$0.41', '$1.91', '$2.19', '$0.22', '$0.07', '$0.05']",5.57,"{'calories': '2234', 'protein': '59g', 'total_fat': '38g', 'carbs': '428g'}"
24,Angel Food Cake II,"['1 cup sifted cake flour', ""¾ cup confectioners' sugar"", '1 ½ cups egg whites', '¼ teaspoon salt', '1 ½ teaspoons cream of tartar', '1 teaspoon vanilla extract', '¼ teaspoon almond extract', '1 cup white sugar', ""2 cups confectioners' sugar"", '¼ cup butter, softened', '3 tablespoons cream', '1 teaspoon vanilla extract']","[""Preheat oven to 375 degrees F (190 degrees C). Wash angel food tube pan in hot soapy water to ensure it is totally grease free. Let dry completely. Sift flour and 3/4 cup confectioners' sugar together three times; set aside."", 'In mixing bowl, beat egg whites and salt on high speed until foamy. Add cream of tartar, 1 teaspoon vanilla, and almond flavoring; beat until soft peaks form. Peaks should be soft enough so they bend over slightly at the tips. Gradually add 1 cup white sugar, continuing to beat until stiff peaks form. Sift about 1/4 of the flour mixture over the egg whites, and using flat spatula, quickly but gently fold into egg whites. Repeat using 1/4 of the flour mixture each time. Pour batter into clean tube pan. Gently cut through batter with knife to remove air pockets.', 'Bake for about 30 to 35 minutes, until an inserted wooden pick comes out clean. Invert pan onto a wire rack to cool for 1 hour.', ""Beat 2 cups confectioners' sugar, butter, cream, and 1 teaspoon vanilla together until smooth. Add more cream or confectioners' sugar as needed. Frost the cooled cake.""]",Carol,"Updated on August 22, 2022",4.5,"[{'Prep Time': '30 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 30 mins'}, {'Yield': '1 to 10 - inch tube cake'}]",14,https://www.allrecipes.com/thmb/mmXhsDeig8g16igEr7ZfZFuYivg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/18147-1a3da37fae4e4997bf1220fbc77326cd.jpg, Angel Food Cakes,"['$0.49', '$0.29', '$2.21', '$0.33', '$0.30', '$0.18', '$0.28', '$0.77', '$0.49', '$0.24', '$0.30']",5.88,"{'calories': '3291', 'protein': '56g', 'total_fat': '65g', 'carbs': '627g'}"
25,Two Part Angel Cake,"['6  egg whites', '½ teaspoon cream of tartar', '¼ teaspoon salt', '¾ cup white sugar', '½ cup all-purpose flour', '½ teaspoon vanilla extract', '6  egg yolks', '¾ cup white sugar', '¼ teaspoon salt', '¾ cup all-purpose flour', '¼ cup boiling water', '¾ teaspoon baking powder', '1 teaspoon vanilla extract']","['To make Bottom/White part: Beat whites with salt until frothy. Add cream of tartar and continue beating until stiff, but not dry. Sift 1/2 cup flour and 3/4 cup sugar 4 times (separately). Add sugar gradually, then fold in flour. Add in 1/2 teaspoon vanilla. Put into ungreased angel cake pan. Prepare top.', 'To Make Top/Yellow Part: Beat yolks until light. Add 3/4 cup sugar, which has been sifted 4 times, gradually. Beat for 3 minutes. Add 3/4 cup flour and baking powder, which has been sifted together 4 times. Alternate flour mixture with hot water. Add 1 teaspoon vanilla. Pour this mix over top of first batter.', 'Bake at 325 degrees F (165 degrees C) for 40 minutes.']",Liz,"Updated on July 14, 2022",3.8,[{'Yield': '1 to 10 - inch tube pan'}],14,https://www.allrecipes.com/thmb/fGs3iJ3I3i0Gq7U6_fW0kJuqvn8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/625799-9e5b5d451b724fb890ce34db4a31e5e1.jpg, Angel Food Cakes,"['$1.09', '$0.11', '$0.21', '$0.08', '$0.15', '$1.44', '$0.21', '$0.13', '$0.02', '$0.30']",3.74,"{'calories': '2187', 'protein': '52g', 'total_fat': '31g', 'carbs': '425g'}"
26,Eggplant Caponata (Sicilian Version),"['1  eggplant, peeled and cut into 1/2-inch cubes', '  salt to taste', '¼ cup olive oil, divided', '1 cup finely chopped celery', '1 medium onion, finely chopped', '1 clove garlic, minced', '1 ½ cups canned plum tomatoes, drained and coarsely chopped', '12  green olives, pitted and coarsely chopped', '1 ½ tablespoons drained capers', '1 tablespoon tomato paste', '1 teaspoon minced oregano', '2 tablespoons red wine vinegar', '2 teaspoons white sugar', '1 teaspoon salt', '  ground black pepper to taste', '2 teaspoons minced fresh parsley, or to taste']","['Toss eggplant with salt and place in a colander set over a bowl. Let sit, about 30 minutes. Rinse and pat dry.', 'Heat 2 tablespoons olive oil in a large skillet over medium heat. Add celery; cook, stirring often, until softened, about 4 minutes. Add onion and garlic; cook and stir until onion is soft and lightly golden, about 5 minutes. Transfer the mixture to a bowl using a slotted spoon.', 'Heat remaining 2 tablespoons olive oil in the skillet. Add eggplant and cook, stirring constantly, until lightly browned, 5 to 7 minutes.', 'Stir in celery mixture, tomatoes, olives, capers, tomato paste, and oregano. Bring to a boil; reduce heat to low and simmer uncovered until caponata is thickened, about 15 minutes.', 'Season caponata with vinegar, sugar, salt, and black pepper. Transfer to a serving bowl and garnish with parsley.']",rocks_67,"Updated on February 16, 2023",4.9,"[{'Prep Time': '30 mins'}, {'Cook Time': '35 mins'}, {'Additional Time': '30 mins'}, {'Total Time': ' 1 hr 35 mins'}]",16,https://www.allrecipes.com/thmb/6E_lyvhk5hD7xgyoOQk7tU7tXl4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/247268-eggplant-caponata-sicilian-version-3x4-327-copy-a4ea61283b464351a502ff76093807f3.jpg, Antipasti,"['$1.52', '$0.64', '$0.38', '$0.24', '$0.07', '$1.33', '$0.43', '$0.46', '$0.06', '$0.10', '$0.15', '$0.01']",5.39,"{'calories': '845', 'protein': '11g', 'total_fat': '63g', 'carbs': '69g'}"
27,Air Fryer Arancini,"['3 large eggs, divided', '2 ½ cups cooked rice', '⅔ cup grated Parmesan cheese', '⅓ cup butter, melted', '  1/2 teaspoon Highlands Italian cheese sprinkle (optional)', '½ teaspoon salt', '¼ teaspoon ground black pepper', '2 ounces fresh mozzarella cheese, cubed', '1 cup panko bread crumbs', '½ teaspoon Italian seasoning', '1 pinch salt', '1 pinch ground black pepper', '  nonstick cooking spray']","['Beat 2 eggs lightly in a large bowl. Stir in rice, Parmesan cheese, butter, cheese sprinkle, 1/2 teaspoon salt, and 1/4 teaspoon pepper; mix to combine. Cover and refrigerate the mixture for 20 minutes.', ""Preheat an air fryer to 370 degrees F (187 degrees C) according to manufacturer's instructions."", 'Roll mixture into 1 1/2-inch balls. Press a mozzarella cube into the center of each ball and reshape.', 'Combine bread crumbs, Italian seasoning, salt, and pepper in a shallow dish. Beat remaining egg lightly in a second bowl. Dip each rice ball first into egg, then roll in the bread crumb mixture. Place rice balls in air fryer basket and spray with cooking spray.', 'Cook in the preheated air fryer for 6 minutes. Increase temperature to 400 degrees F (200 degrees C) and air fry for 3 more minutes.']",thedailygourmet,"Updated on September 20, 2022",4.0,"[{'Prep Time': '20 mins'}, {'Cook Time': '10 mins'}, {'Additional Time': '20 mins'}, {'Total Time': '50 mins'}]",5,https://www.allrecipes.com/thmb/PclGijY-McyjavlPkimK_WwOwDU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7962750-285d3e216409466f9a074ac8d1f8e159.jpg, Antipasti,"['$0.82', '$0.42', '$1.40', '$0.65', '$0.01', '$0.87', '$0.58', '$0.05', '$0.02']",4.82,"{'calories': '1970', 'protein': '70g', 'total_fat': '112g', 'carbs': '166g'}"
28,Prosciutto e Melone (Italian Ham and Melon),"['1  cantaloupe - seeded and cut into 8 wedges', '8 thin slices  prosciutto']",['Remove the flesh from the rind of the cantaloupe; wrap each piece of cantaloupe with a slice of prosciutto. Arrange on a platter and serve cold.'],SunFlower,"Updated on September 19, 2022",4.4,"[{'Prep Time': '10 mins'}, {'Total Time': '10 mins'}]",4,https://www.allrecipes.com/thmb/UIOflrw4envgQGqklp_MsrRQ1oM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1127027-prosciutto-e-melone-italian-ham-and-melon-Buckwheat-Queen-4x3-1-3c0b55bfef36411cb947ca1f1fea7658.jpg, Antipasti,"['$1.50', '$2.13']",3.63,"{'calories': '454', 'protein': '12g', 'total_fat': '26g', 'carbs': '45g'}"
29,Cherry Pepper Poppers,"['1 cup extra virgin olive oil', '12  fresh cherry peppers', '6 ounces sharp provolone cheese, cubed', '6 ounces prosciutto, thinly sliced', '1 teaspoon salt']","['Slice the tops off of the cherry peppers and carefully remove the seeds, keeping peppers whole. Wrap a cube of cheese with prosciutto, and stuff into a pepper. If there is still room inside the pepper, stuff in more prosciutto. Repeat with remaining peppers.', 'Place all of the stuffed peppers into a 1 quart jar - or one that your peppers will all fit into, and sprinkle salt over them. Pour in enough olive oil to cover the peppers. Cover, and let stand for 1 hour before eating. Refrigerate leftovers.']",technician,"Updated on August 9, 2022",4.2,"[{'Prep Time': '25 mins'}, {'Additional Time': ' 1 hr'}, {'Total Time': ' 1 hr 25 mins'}, {'Yield': '12 stuffed peppers'}]",12,https://www.allrecipes.com/thmb/GY-qB1J0nm3qMjaG9nc7zrQ56MY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/690576-cherry-pepper-poppers-Lori-4x3-1-0cd3d7fb0b4640308fdc354cd6535969.jpg, Antipasti,"['$2.57', '$2.30', '$2.26', '$5.67']",12.8,"{'calories': '1778', 'protein': '65g', 'total_fat': '155g', 'carbs': '23g'}"
30,Tomato and Mozzarella Bites,"['20  toothpicks', '20  grape or cherry tomatoes, halved', '20  fresh basil leaves', '20  small balls fresh mozzarella cheese (often labeled bocconcini)', '  salt and pepper to taste', '½ cup balsamic vinegar', '¼ cup extra virgin olive oil']","['Thread a tomato half, a basil leaf, a mozzarella ball, and another tomato half onto a toothpick. Repeat with remaining ingredients.', 'Arrange toothpicks on a serving platter and season with salt and pepper.', 'Mix vinegar and oil together in a small bowl to serve as a dipping sauce.']",MADDIECAT,"Updated on September 22, 2022",4.7,"[{'Prep Time': '30 mins'}, {'Total Time': '30 mins'}, {'Yield': '20 skewers'}]",10,https://www.allrecipes.com/thmb/5za-lTr214jrGPG4oLVTQUUElV4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6810799-95916349d2174a95b8a0601bc5504b3c.jpg, Antipasti,"['$3.04', '$0.31', '$0.31', '$1.08', '$0.64']",5.38,"{'calories': '712', 'protein': '8g', 'total_fat': '58g', 'carbs': '36g'}"
31,Antipasto,"['4 cups chopped cauliflower', '4 cups pearl onions', '2 cups chopped red bell peppers', '2 cups chopped green bell peppers', '2 cups chopped celery', '2  cucumbers - peeled, seeded and chopped', '2 cups carrots, chopped', '2 cups vegetable oil', '2 cups distilled white vinegar', '1 (6 ounce) can tomato paste', '1 tablespoon pickling spice, wrapped in cheesecloth', '1 cup black olives', '1 cup pitted green olives', '4 cups canned mushrooms', '1 ½ (5 ounce) cans tuna, drained and flaked']","['In a large bowl with enough lightly salted water to cover, place the cauliflower, pearl onions, red bell peppers, green bell peppers, celery and cucumbers. Soak 8 to 12 hours, or overnight.', 'In a small bowl with enough lightly salted water to cover, place the carrots. Soak 8 to 12 hours, or overnight.', 'In a large saucepan, place the vegetable oil, vinegar, tomato paste and pickling spice. Bring the mixture to a boil. Drain and rinse the carrots, and place them in the mixture. Boil 10 minutes.', 'Drain and rinse the vegetables in the cauliflower mixture. Place them into the saucepan. Cook 10 minutes, or until the cauliflower is tender but crisp.', 'Stir black olives, green olives, mushrooms and tuna into the mixture. Remove the mixture from heat. Discard the wrapped pickling spice. While still hot, transfer to sterile containers and refrigerate.']",Karen,"Updated on July 14, 2022",4.5,"[{'Prep Time': ' 1 hr'}, {'Cook Time': '30 mins'}, {'Additional Time': ' 8 hrs'}, {'Total Time': ' 9 hrs 30 mins'}, {'Yield': '1 gallon'}]",56,https://www.allrecipes.com/thmb/CVHY0TiFLPLamMOgG19nxWA0E8I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/865800-4a1d6be95b1848d997016df50959d2c3.jpg, Antipasti,"['$2.08', '$10.14', '$1.50', '$0.91', '$0.76', '$1.44', '$0.45', '$1.74', '$1.56', '$0.36', '$1.06', '$1.21', '$5.82', '$0.91']",29.94,"{'calories': '2452', 'protein': '76g', 'total_fat': '138g', 'carbs': '248g'}"
